sku_id,date,actual_demand,forecast_demand
SKU0006,2024-11-07,43,43.69
SKU0030,2024-11-07,57,49.38
SKU0025,2024-11-08,36,35.03
SKU0039,2024-11-08,48,44.95
SKU0035,2024-11-08,27,26.85
SKU0027,2024-11-08,30,28.69
SKU0021,2024-11-08,28,28.7
SKU0013,2024-11-08,37,37.88
SKU0020,2024-11-08,34,32.26
SKU0006,2024-11-08,28,27.65
SKU0003,2024-11-08,27,26.78
SKU0031,2024-11-08,31,28.74
SKU0026,2024-11-08,24,24.3
SKU0004,2024-11-08,41,37.35
SKU0001,2024-11-08,33,34.17
SKU0015,2024-11-08,35,28.87
SKU0040,2024-11-08,35,42.2
SKU0008,2024-11-08,24,24.08
SKU0030,2024-11-08,33,28.66
SKU0032,2024-11-08,34,33.88
SKU0019,2024-11-08,26,25.51
SKU0033,2024-11-08,28,26.85
SKU0023,2024-11-08,30,28.9
SKU0018,2024-11-08,38,37.17
SKU0011,2024-11-08,27,27.37
SKU0038,2024-11-08,34,32.96
SKU0007,2024-11-08,31,31.99
SKU0037,2024-11-08,32,30.54
SKU0024,2024-11-08,34,33.47
SKU0017,2024-11-08,27,27.66
SKU0028,2024-11-08,31,30.87
SKU0005,2024-11-08,39,32.1
SKU0029,2024-11-08,28,28.36
SKU0016,2024-11-08,31,28.6
SKU0012,2024-11-08,28,31.12
SKU0014,2024-11-08,27,26.63
SKU0009,2024-11-08,22,22.68
SKU0002,2024-11-08,34,31.19
SKU0010,2024-11-08,33,31.19
SKU0022,2024-11-08,32,29.81
SKU0034,2024-11-08,39,38.77
SKU0036,2024-11-08,30,27.71
SKU0013,2024-11-09,42,39.57
SKU0014,2024-11-09,31,28.45
SKU0022,2024-11-09,33,32.03
SKU0017,2024-11-09,37,33.85
SKU0035,2024-11-09,49,48.05
SKU0004,2024-11-09,28,30.06
SKU0008,2024-11-09,30,28.38
SKU0037,2024-11-09,36,30.55
SKU0028,2024-11-09,32,32.59
SKU0040,2024-11-09,31,32.41
SKU0038,2024-11-09,39,34.97
SKU0010,2024-11-09,36,32.93
SKU0006,2024-11-09,33,29.43
SKU0012,2024-11-09,30,31.22
SKU0025,2024-11-09,28,30.06
SKU0005,2024-11-09,39,33.26
SKU0007,2024-11-09,36,35.01
SKU0024,2024-11-09,39,37.07
SKU0034,2024-11-09,42,41.24
SKU0032,2024-11-09,36,34.57
SKU0018,2024-11-09,43,41.82
SKU0033,2024-11-09,32,27.71
SKU0016,2024-11-09,34,27.64
SKU0036,2024-11-09,27,26.47
SKU0002,2024-11-09,35,33.6
SKU0009,2024-11-09,23,23.02
SKU0030,2024-11-09,32,28.45
SKU0029,2024-11-09,29,26.31
SKU0011,2024-11-09,28,26.79
SKU0039,2024-11-09,48,47.61
SKU0021,2024-11-09,29,30.07
SKU0015,2024-11-09,27,27.63
SKU0031,2024-11-09,35,30.3
SKU0019,2024-11-09,32,26.82
SKU0020,2024-11-09,41,41.04
SKU0001,2024-11-09,37,35.69
SKU0026,2024-11-09,33,34.56
SKU0003,2024-11-09,31,27.0
SKU0027,2024-11-09,28,27.67
SKU0023,2024-11-09,34,31.54
SKU0014,2024-11-10,25,26.96
SKU0019,2024-11-10,29,25.19
SKU0013,2024-11-10,36,37.98
SKU0032,2024-11-10,44,47.01
SKU0022,2024-11-10,33,33.45
SKU0029,2024-11-10,23,27.33
SKU0038,2024-11-10,35,33.42
SKU0008,2024-11-10,25,25.01
SKU0030,2024-11-10,25,24.9
SKU0037,2024-11-10,29,30.54
SKU0021,2024-11-10,29,29.0
SKU0024,2024-11-10,36,35.68
SKU0016,2024-11-10,32,28.44
SKU0009,2024-11-10,23,23.69
SKU0028,2024-11-10,32,31.34
SKU0039,2024-11-10,36,37.98
SKU0012,2024-11-10,26,27.41
SKU0003,2024-11-10,27,26.0
SKU0020,2024-11-10,30,33.11
SKU0006,2024-11-10,26,26.66
SKU0001,2024-11-10,29,29.96
SKU0035,2024-11-10,28,27.4
SKU0036,2024-11-10,27,26.08
SKU0033,2024-11-10,40,40.75
SKU0005,2024-11-10,36,33.06
SKU0002,2024-11-10,31,30.54
SKU0027,2024-11-10,31,30.49
SKU0023,2024-11-10,30,30.64
SKU0034,2024-11-10,40,39.33
SKU0004,2024-11-10,28,29.71
SKU0018,2024-11-10,40,39.74
SKU0011,2024-11-10,25,26.07
SKU0026,2024-11-10,24,24.62
SKU0017,2024-11-10,28,30.71
SKU0010,2024-11-10,34,33.56
SKU0015,2024-11-10,37,40.02
SKU0031,2024-11-10,24,26.65
SKU0007,2024-11-10,30,30.43
SKU0025,2024-11-10,29,34.41
SKU0040,2024-11-10,30,30.98
SKU0024,2024-11-11,32,32.85
SKU0034,2024-11-11,32,32.77
SKU0012,2024-11-11,26,26.66
SKU0010,2024-11-11,30,31.53
SKU0007,2024-11-11,32,31.23
SKU0005,2024-11-11,27,29.62
SKU0009,2024-11-11,21,21.64
SKU0027,2024-11-11,23,26.66
SKU0006,2024-11-11,26,26.33
SKU0002,2024-11-11,28,29.6
SKU0038,2024-11-11,33,33.8
SKU0039,2024-11-11,33,33.28
SKU0015,2024-11-11,26,28.69
SKU0026,2024-11-11,22,22.44
SKU0035,2024-11-11,43,46.62
SKU0021,2024-11-11,31,28.72
SKU0003,2024-11-11,22,26.76
SKU0025,2024-11-11,24,27.16
SKU0031,2024-11-11,26,27.52
SKU0016,2024-11-11,28,29.69
SKU0004,2024-11-11,26,26.08
SKU0037,2024-11-11,36,30.68
SKU0020,2024-11-11,29,29.64
SKU0008,2024-11-11,28,26.68
SKU0036,2024-11-11,25,26.71
SKU0013,2024-11-11,36,36.99
SKU0022,2024-11-11,28,29.25
SKU0001,2024-11-11,28,29.92
SKU0017,2024-11-11,23,24.48
SKU0018,2024-11-11,34,34.73
SKU0014,2024-11-11,27,27.26
SKU0011,2024-11-11,26,27.17
SKU0032,2024-11-11,33,33.59
SKU0023,2024-11-11,27,28.97
SKU0019,2024-11-11,27,27.03
SKU0040,2024-11-11,30,31.81
SKU0028,2024-11-11,29,30.06
SKU0030,2024-11-11,27,27.66
SKU0029,2024-11-11,26,27.23
SKU0033,2024-11-11,24,25.02
SKU0005,2024-11-12,50,46.15
SKU0011,2024-11-12,28,27.84
SKU0025,2024-11-12,24,25.61
SKU0029,2024-11-12,23,24.92
SKU0012,2024-11-12,23,25.6
SKU0019,2024-11-12,29,29.79
SKU0036,2024-11-12,25,26.43
SKU0030,2024-11-12,40,38.8
SKU0009,2024-11-12,21,21.6
SKU0004,2024-11-12,23,25.86
SKU0026,2024-11-12,21,23.59
SKU0016,2024-11-12,26,27.8
SKU0001,2024-11-12,29,28.96
SKU0003,2024-11-12,26,26.32
SKU0002,2024-11-12,30,29.95
SKU0018,2024-11-12,39,39.0
SKU0034,2024-11-12,38,37.81
SKU0024,2024-11-12,36,35.78
SKU0032,2024-11-12,32,33.48
SKU0023,2024-11-12,27,28.5
SKU0007,2024-11-12,32,32.25
SKU0039,2024-11-12,34,33.55
SKU0033,2024-11-12,35,36.8
SKU0035,2024-11-12,23,25.33
SKU0017,2024-11-12,32,35.13
SKU0013,2024-11-12,31,32.66
SKU0008,2024-11-12,23,25.67
SKU0038,2024-11-12,32,33.03
SKU0022,2024-11-12,27,28.67
SKU0014,2024-11-12,23,24.59
SKU0028,2024-11-12,29,29.86
SKU0010,2024-11-12,29,31.18
SKU0015,2024-11-12,22,23.12
SKU0021,2024-11-12,38,35.95
SKU0006,2024-11-12,23,24.53
SKU0027,2024-11-12,24,25.22
SKU0020,2024-11-12,32,30.77
SKU0031,2024-11-12,24,24.39
SKU0040,2024-11-12,41,39.88
SKU0037,2024-11-12,29,31.23
SKU0036,2024-11-13,22,23.94
SKU0010,2024-11-13,33,31.27
SKU0024,2024-11-13,43,41.65
SKU0013,2024-11-13,36,36.09
SKU0037,2024-11-13,27,27.74
SKU0025,2024-11-13,19,21.84
SKU0008,2024-11-13,23,25.03
SKU0004,2024-11-13,31,27.39
SKU0030,2024-11-13,40,39.48
SKU0028,2024-11-13,24,26.85
SKU0023,2024-11-13,30,28.54
SKU0022,2024-11-13,29,32.13
SKU0001,2024-11-13,35,29.62
SKU0032,2024-11-13,27,28.64
SKU0012,2024-11-13,25,26.1
SKU0014,2024-11-13,28,26.41
SKU0040,2024-11-13,26,26.35
SKU0033,2024-11-13,28,27.09
SKU0031,2024-11-13,27,25.54
SKU0017,2024-11-13,30,27.37
SKU0002,2024-11-13,28,29.0
SKU0005,2024-11-13,28,27.87
SKU0020,2024-11-13,33,30.54
SKU0019,2024-11-13,30,28.9
SKU0007,2024-11-13,29,29.74
SKU0035,2024-11-13,29,27.1
SKU0021,2024-11-13,28,27.68
SKU0038,2024-11-13,31,32.38
SKU0018,2024-11-13,45,43.38
SKU0009,2024-11-13,24,22.11
SKU0015,2024-11-13,23,22.75
SKU0039,2024-11-13,35,34.15
SKU0026,2024-11-13,23,22.64
SKU0027,2024-11-13,28,27.47
SKU0011,2024-11-13,23,24.01
SKU0003,2024-11-13,37,34.04
SKU0016,2024-11-13,23,25.71
SKU0034,2024-11-13,40,39.44
SKU0006,2024-11-13,28,26.63
SKU0029,2024-11-13,19,21.93
SKU0017,2024-11-14,45,42.81
SKU0035,2024-11-14,36,31.76
SKU0029,2024-11-14,43,41.74
SKU0011,2024-11-14,42,40.82
SKU0033,2024-11-14,46,43.78
SKU0019,2024-11-14,50,46.87
SKU0014,2024-11-14,37,35.09
SKU0001,2024-11-14,50,46.73
SKU0039,2024-11-14,55,46.28
SKU0026,2024-11-14,41,38.49
SKU0013,2024-11-14,57,49.88
SKU0031,2024-11-14,44,41.14
SKU0040,2024-11-14,43,42.01
SKU0024,2024-11-14,53,49.03
SKU0005,2024-11-14,52,45.99
SKU0038,2024-11-14,55,49.33
SKU0007,2024-11-14,52,48.67
SKU0025,2024-11-14,40,37.19
SKU0021,2024-11-14,54,48.11
SKU0009,2024-11-14,44,42.17
SKU0015,2024-11-14,51,47.06
SKU0006,2024-11-14,46,44.31
SKU0016,2024-11-14,49,43.87
SKU0003,2024-11-14,46,41.35
SKU0027,2024-11-14,44,41.78
SKU0002,2024-11-14,51,40.37
SKU0034,2024-11-14,56,50.29
SKU0036,2024-11-14,47,42.81
SKU0020,2024-11-14,36,33.5
SKU0022,2024-11-14,43,40.37
SKU0018,2024-11-14,54,51.31
SKU0012,2024-11-14,35,29.49
SKU0032,2024-11-14,51,44.97
SKU0010,2024-11-14,48,43.25
SKU0028,2024-11-14,41,32.43
SKU0030,2024-11-14,48,44.84
SKU0008,2024-11-14,32,27.81
SKU0023,2024-11-14,53,49.35
SKU0037,2024-11-14,40,32.95
SKU0004,2024-11-14,48,46.11
SKU0035,2024-11-15,25,24.14
SKU0020,2024-11-15,34,33.5
SKU0001,2024-11-15,29,28.27
SKU0040,2024-11-15,24,25.12
SKU0019,2024-11-15,37,45.46
SKU0018,2024-11-15,37,35.87
SKU0013,2024-11-15,34,29.78
SKU0011,2024-11-15,23,23.02
SKU0025,2024-11-15,22,22.75
SKU0037,2024-11-15,28,27.69
SKU0029,2024-11-15,24,24.37
SKU0003,2024-11-15,24,24.19
SKU0028,2024-11-15,26,25.85
SKU0034,2024-11-15,37,35.7
SKU0022,2024-11-15,29,26.44
SKU0024,2024-11-15,31,31.97
SKU0033,2024-11-15,22,24.23
SKU0006,2024-11-15,23,22.8
SKU0030,2024-11-15,33,35.6
SKU0014,2024-11-15,26,25.45
SKU0023,2024-11-15,26,25.69
SKU0015,2024-11-15,28,25.21
SKU0038,2024-11-15,46,48.85
SKU0009,2024-11-15,21,21.14
SKU0016,2024-11-15,29,25.14
SKU0002,2024-11-15,32,27.68
SKU0039,2024-11-15,32,31.65
SKU0010,2024-11-15,34,40.2
SKU0008,2024-11-15,24,24.91
SKU0036,2024-11-15,21,21.25
SKU0032,2024-11-15,30,27.47
SKU0007,2024-11-15,29,26.89
SKU0031,2024-11-15,37,40.69
SKU0026,2024-11-15,26,21.83
SKU0027,2024-11-15,28,26.79
SKU0004,2024-11-15,29,27.15
SKU0017,2024-11-15,25,26.05
SKU0005,2024-11-15,32,29.03
SKU0021,2024-11-15,26,26.7
SKU0012,2024-11-15,22,22.98
SKU0026,2024-11-16,25,23.94
SKU0015,2024-11-16,29,27.44
SKU0040,2024-11-16,34,30.24
SKU0023,2024-11-16,31,27.1
SKU0014,2024-11-16,28,27.5
SKU0004,2024-11-16,28,26.71
SKU0011,2024-11-16,25,24.4
SKU0009,2024-11-16,23,23.39
SKU0005,2024-11-16,36,30.55
SKU0025,2024-11-16,25,25.71
SKU0012,2024-11-16,26,23.95
SKU0001,2024-11-16,30,29.76
SKU0024,2024-11-16,34,32.07
SKU0028,2024-11-16,34,36.55
SKU0032,2024-11-16,35,28.86
SKU0031,2024-11-16,24,25.98
SKU0003,2024-11-16,25,26.02
SKU0016,2024-11-16,28,26.07
SKU0010,2024-11-16,33,32.32
SKU0037,2024-11-16,32,28.07
SKU0013,2024-11-16,45,49.55
SKU0027,2024-11-16,30,28.98
SKU0036,2024-11-16,29,26.63
SKU0006,2024-11-16,25,25.37
SKU0033,2024-11-16,31,26.62
SKU0039,2024-11-16,30,29.89
SKU0008,2024-11-16,34,26.3
SKU0018,2024-11-16,38,37.75
SKU0035,2024-11-16,28,27.26
SKU0017,2024-11-16,28,25.88
SKU0019,2024-11-16,44,46.27
SKU0020,2024-11-16,35,34.42
SKU0030,2024-11-16,32,33.66
SKU0029,2024-11-16,29,34.72
SKU0038,2024-11-16,32,31.18
SKU0002,2024-11-16,32,28.6
SKU0021,2024-11-16,29,27.02
SKU0007,2024-11-16,32,27.7
SKU0034,2024-11-16,35,33.91
SKU0022,2024-11-16,29,28.0
SKU0034,2024-11-17,39,36.12
SKU0010,2024-11-17,31,32.23
SKU0037,2024-11-17,28,28.53
SKU0013,2024-11-17,46,49.34
SKU0028,2024-11-17,32,30.72
SKU0024,2024-11-17,33,30.75
SKU0002,2024-11-17,43,43.49
SKU0003,2024-11-17,24,24.12
SKU0008,2024-11-17,26,27.37
SKU0027,2024-11-17,26,27.26
SKU0035,2024-11-17,30,29.38
SKU0036,2024-11-17,25,25.01
SKU0017,2024-11-17,29,26.44
SKU0032,2024-11-17,31,30.6
SKU0019,2024-11-17,29,29.63
SKU0031,2024-11-17,23,24.48
SKU0012,2024-11-17,24,23.94
SKU0021,2024-11-17,29,26.69
SKU0004,2024-11-17,28,26.9
SKU0026,2024-11-17,24,23.96
SKU0005,2024-11-17,36,33.68
SKU0007,2024-11-17,35,33.33
SKU0011,2024-11-17,24,23.3
SKU0025,2024-11-17,29,29.05
SKU0018,2024-11-17,36,35.4
SKU0029,2024-11-17,23,25.19
SKU0015,2024-11-17,39,44.1
SKU0020,2024-11-17,36,35.46
SKU0009,2024-11-17,26,24.69
SKU0023,2024-11-17,43,44.67
SKU0030,2024-11-17,48,47.66
SKU0040,2024-11-17,29,28.28
SKU0014,2024-11-17,26,26.41
SKU0006,2024-11-17,27,26.37
SKU0022,2024-11-17,32,31.83
SKU0038,2024-11-17,35,33.48
SKU0039,2024-11-17,34,29.9
SKU0001,2024-11-17,31,30.36
SKU0033,2024-11-17,31,27.8
SKU0016,2024-11-17,29,27.25
SKU0016,2024-11-18,25,28.38
SKU0009,2024-11-18,18,20.01
SKU0017,2024-11-18,26,27.54
SKU0011,2024-11-18,20,21.72
SKU0032,2024-11-18,31,30.97
SKU0023,2024-11-18,30,28.87
SKU0007,2024-11-18,31,30.4
SKU0019,2024-11-18,31,30.53
SKU0030,2024-11-18,29,30.46
SKU0031,2024-11-18,26,25.23
SKU0012,2024-11-18,26,24.56
SKU0021,2024-11-18,29,28.33
SKU0008,2024-11-18,24,23.68
SKU0005,2024-11-18,29,29.64
SKU0015,2024-11-18,26,27.17
SKU0004,2024-11-18,36,33.62
SKU0026,2024-11-18,24,24.86
SKU0038,2024-11-18,35,34.22
SKU0018,2024-11-18,39,39.05
SKU0036,2024-11-18,24,22.78
SKU0029,2024-11-18,20,24.39
SKU0039,2024-11-18,34,32.77
SKU0024,2024-11-18,32,32.07
SKU0028,2024-11-18,31,28.85
SKU0033,2024-11-18,39,39.06
SKU0034,2024-11-18,39,38.92
SKU0003,2024-11-18,22,23.51
SKU0001,2024-11-18,26,27.35
SKU0022,2024-11-18,26,28.04
SKU0037,2024-11-18,27,27.32
SKU0014,2024-11-18,35,33.06
SKU0002,2024-11-18,29,29.77
SKU0006,2024-11-18,26,25.31
SKU0010,2024-11-18,28,30.07
SKU0013,2024-11-18,35,34.89
SKU0040,2024-11-18,30,28.0
SKU0035,2024-11-18,29,27.62
SKU0027,2024-11-18,26,27.22
SKU0020,2024-11-18,28,30.79
SKU0025,2024-11-18,20,21.1
SKU0019,2024-11-19,49,47.01
SKU0009,2024-11-19,34,33.16
SKU0027,2024-11-19,35,34.16
SKU0028,2024-11-19,33,32.67
SKU0008,2024-11-19,32,34.53
SKU0030,2024-11-19,31,30.47
SKU0029,2024-11-19,24,25.6
SKU0005,2024-11-19,38,36.42
SKU0031,2024-11-19,39,37.03
SKU0010,2024-11-19,41,40.45
SKU0039,2024-11-19,34,32.55
SKU0006,2024-11-19,28,27.38
SKU0007,2024-11-19,31,31.39
SKU0013,2024-11-19,46,46.41
SKU0015,2024-11-19,28,28.82
SKU0023,2024-11-19,32,34.28
SKU0038,2024-11-19,34,34.3
SKU0011,2024-11-19,37,34.95
SKU0014,2024-11-19,34,31.39
SKU0040,2024-11-19,31,31.31
SKU0001,2024-11-19,29,28.83
SKU0022,2024-11-19,38,36.82
SKU0033,2024-11-19,34,33.38
SKU0024,2024-11-19,48,45.39
SKU0020,2024-11-19,31,31.93
SKU0003,2024-11-19,39,36.88
SKU0018,2024-11-19,42,41.11
SKU0034,2024-11-19,40,38.89
SKU0037,2024-11-19,42,40.98
SKU0017,2024-11-19,29,27.75
SKU0026,2024-11-19,36,33.86
SKU0021,2024-11-19,44,42.66
SKU0004,2024-11-19,31,29.66
SKU0012,2024-11-19,30,27.45
SKU0025,2024-11-19,25,26.06
SKU0032,2024-11-19,39,37.86
SKU0035,2024-11-19,26,27.61
SKU0016,2024-11-19,30,27.86
SKU0002,2024-11-19,33,31.35
SKU0036,2024-11-19,27,26.63
SKU0029,2024-11-20,25,24.94
SKU0019,2024-11-20,32,28.62
SKU0034,2024-11-20,39,38.21
SKU0008,2024-11-20,33,32.12
SKU0021,2024-11-20,29,28.51
SKU0039,2024-11-20,34,33.84
SKU0017,2024-11-20,27,27.61
SKU0030,2024-11-20,31,30.93
SKU0022,2024-11-20,32,33.01
SKU0038,2024-11-20,38,36.24
SKU0018,2024-11-20,47,44.05
SKU0035,2024-11-20,32,29.42
SKU0040,2024-11-20,35,32.34
SKU0020,2024-11-20,33,32.53
SKU0002,2024-11-20,43,41.82
SKU0011,2024-11-20,23,22.2
SKU0013,2024-11-20,34,35.85
SKU0026,2024-11-20,29,29.5
SKU0004,2024-11-20,47,44.8
SKU0005,2024-11-20,44,42.33
SKU0031,2024-11-20,28,26.52
SKU0012,2024-11-20,32,30.45
SKU0032,2024-11-20,35,34.42
SKU0036,2024-11-20,29,27.25
SKU0025,2024-11-20,24,26.38
SKU0027,2024-11-20,29,29.96
SKU0010,2024-11-20,32,32.8
SKU0007,2024-11-20,41,39.18
SKU0016,2024-11-20,42,40.43
SKU0009,2024-11-20,36,35.2
SKU0037,2024-11-20,39,41.04
SKU0024,2024-11-20,45,38.77
SKU0028,2024-11-20,28,31.29
SKU0001,2024-11-20,31,29.89
SKU0033,2024-11-20,26,29.34
SKU0006,2024-11-20,27,26.69
SKU0014,2024-11-20,33,34.82
SKU0023,2024-11-20,37,40.86
SKU0015,2024-11-20,39,42.09
SKU0003,2024-11-20,24,22.15
SKU0037,2024-11-21,32,31.33
SKU0036,2024-11-21,22,25.17
SKU0039,2024-11-21,47,42.48
SKU0038,2024-11-21,46,42.75
SKU0040,2024-11-21,34,32.52
SKU0030,2024-11-21,30,29.9
SKU0003,2024-11-21,28,23.91
SKU0026,2024-11-21,25,23.64
SKU0034,2024-11-21,38,37.79
SKU0015,2024-11-21,41,41.04
SKU0023,2024-11-21,31,31.95
SKU0008,2024-11-21,28,28.15
SKU0014,2024-11-21,32,34.17
SKU0024,2024-11-21,37,35.71
SKU0022,2024-11-21,34,34.98
SKU0029,2024-11-21,23,22.7
SKU0028,2024-11-21,33,31.1
SKU0013,2024-11-21,37,37.54
SKU0002,2024-11-21,35,33.86
SKU0009,2024-11-21,25,22.93
SKU0027,2024-11-21,26,27.33
SKU0010,2024-11-21,31,29.26
SKU0012,2024-11-21,26,26.85
SKU0025,2024-11-21,26,23.06
SKU0035,2024-11-21,31,29.59
SKU0016,2024-11-21,30,25.5
SKU0011,2024-11-21,28,24.75
SKU0020,2024-11-21,33,31.11
SKU0019,2024-11-21,32,28.32
SKU0017,2024-11-21,31,28.62
SKU0032,2024-11-21,36,34.54
SKU0018,2024-11-21,36,37.07
SKU0004,2024-11-21,31,33.3
SKU0006,2024-11-21,33,29.0
SKU0005,2024-11-21,33,33.2
SKU0001,2024-11-21,32,28.94
SKU0021,2024-11-21,30,27.57
SKU0031,2024-11-21,30,27.3
SKU0007,2024-11-21,41,38.95
SKU0033,2024-11-21,29,28.79
SKU0010,2024-11-22,30,30.73
SKU0036,2024-11-22,38,36.37
SKU0026,2024-11-22,29,27.95
SKU0009,2024-11-22,25,26.33
SKU0004,2024-11-22,24,25.78
SKU0007,2024-11-22,32,31.77
SKU0040,2024-11-22,28,30.77
SKU0005,2024-11-22,41,41.38
SKU0028,2024-11-22,26,28.22
SKU0003,2024-11-22,27,25.94
SKU0032,2024-11-22,35,34.66
SKU0029,2024-11-22,21,22.79
SKU0008,2024-11-22,24,27.42
SKU0034,2024-11-22,37,36.77
SKU0006,2024-11-22,24,27.4
SKU0031,2024-11-22,23,25.2
SKU0030,2024-11-22,27,29.18
SKU0039,2024-11-22,32,31.81
SKU0027,2024-11-22,25,27.55
SKU0011,2024-11-22,23,22.63
SKU0002,2024-11-22,28,29.11
SKU0015,2024-11-22,24,25.47
SKU0014,2024-11-22,25,28.41
SKU0024,2024-11-22,33,33.04
SKU0038,2024-11-22,36,34.75
SKU0016,2024-11-22,26,25.36
SKU0035,2024-11-22,25,27.12
SKU0033,2024-11-22,26,28.88
SKU0017,2024-11-22,26,28.67
SKU0013,2024-11-22,36,34.9
SKU0020,2024-11-22,29,30.48
SKU0023,2024-11-22,43,40.88
SKU0019,2024-11-22,44,45.8
SKU0037,2024-11-22,44,43.37
SKU0021,2024-11-22,29,28.32
SKU0012,2024-11-22,28,30.56
SKU0022,2024-11-22,25,27.18
SKU0018,2024-11-22,39,39.01
SKU0025,2024-11-22,24,25.6
SKU0001,2024-11-22,34,30.96
SKU0040,2024-11-23,36,32.68
SKU0031,2024-11-23,33,28.55
SKU0011,2024-11-23,28,26.54
SKU0032,2024-11-23,33,33.98
SKU0020,2024-11-23,37,34.55
SKU0038,2024-11-23,38,36.2
SKU0005,2024-11-23,48,46.14
SKU0019,2024-11-23,31,31.77
SKU0036,2024-11-23,29,28.22
SKU0004,2024-11-23,30,28.25
SKU0017,2024-11-23,36,30.43
SKU0006,2024-11-23,32,29.7
SKU0021,2024-11-23,33,31.33
SKU0015,2024-11-23,32,30.68
SKU0007,2024-11-23,38,37.9
SKU0025,2024-11-23,28,26.17
SKU0026,2024-11-23,29,28.39
SKU0010,2024-11-23,34,32.27
SKU0012,2024-11-23,37,36.46
SKU0027,2024-11-23,34,29.81
SKU0009,2024-11-23,28,27.53
SKU0037,2024-11-23,37,34.87
SKU0039,2024-11-23,48,44.0
SKU0013,2024-11-23,43,39.55
SKU0028,2024-11-23,36,30.55
SKU0024,2024-11-23,34,34.84
SKU0029,2024-11-23,28,25.61
SKU0008,2024-11-23,32,30.38
SKU0014,2024-11-23,29,30.85
SKU0023,2024-11-23,32,33.13
SKU0022,2024-11-23,27,29.15
SKU0030,2024-11-23,34,31.57
SKU0016,2024-11-23,28,25.95
SKU0033,2024-11-23,27,26.43
SKU0018,2024-11-23,42,39.57
SKU0001,2024-11-23,36,33.99
SKU0002,2024-11-23,32,32.17
SKU0003,2024-11-23,26,26.51
SKU0034,2024-11-23,44,41.99
SKU0035,2024-11-23,36,30.93
SKU0001,2024-11-24,35,34.34
SKU0025,2024-11-24,32,30.16
SKU0039,2024-11-24,50,47.37
SKU0016,2024-11-24,44,41.14
SKU0014,2024-11-24,43,42.47
SKU0008,2024-11-24,32,29.92
SKU0011,2024-11-24,36,33.77
SKU0026,2024-11-24,42,40.05
SKU0022,2024-11-24,31,31.5
SKU0009,2024-11-24,37,36.03
SKU0036,2024-11-24,42,40.72
SKU0034,2024-11-24,47,44.63
SKU0017,2024-11-24,37,36.18
SKU0010,2024-11-24,43,40.53
SKU0019,2024-11-24,51,47.83
SKU0018,2024-11-24,52,46.37
SKU0027,2024-11-24,30,29.7
SKU0015,2024-11-24,44,45.25
SKU0028,2024-11-24,40,37.81
SKU0005,2024-11-24,54,51.08
SKU0029,2024-11-24,38,36.3
SKU0023,2024-11-24,44,44.25
SKU0032,2024-11-24,46,42.09
SKU0012,2024-11-24,41,41.35
SKU0024,2024-11-24,46,42.39
SKU0035,2024-11-24,52,47.5
SKU0031,2024-11-24,40,39.66
SKU0033,2024-11-24,29,29.33
SKU0040,2024-11-24,37,36.24
SKU0013,2024-11-24,50,44.38
SKU0006,2024-11-24,38,34.25
SKU0020,2024-11-24,45,42.43
SKU0003,2024-11-24,43,41.49
SKU0038,2024-11-24,54,50.64
SKU0021,2024-11-24,36,34.69
SKU0030,2024-11-24,53,49.28
SKU0037,2024-11-24,45,44.08
SKU0002,2024-11-24,40,33.27
SKU0004,2024-11-24,53,49.91
SKU0007,2024-11-24,50,48.37
SKU0031,2024-11-25,33,28.36
SKU0039,2024-11-25,36,34.03
SKU0032,2024-11-25,39,36.52
SKU0005,2024-11-25,39,35.35
SKU0003,2024-11-25,25,24.58
SKU0028,2024-11-25,34,30.55
SKU0007,2024-11-25,41,37.82
SKU0034,2024-11-25,43,41.13
SKU0006,2024-11-25,32,28.18
SKU0008,2024-11-25,33,28.81
SKU0017,2024-11-25,41,37.25
SKU0015,2024-11-25,34,29.0
SKU0040,2024-11-25,35,32.73
SKU0029,2024-11-25,26,26.26
SKU0022,2024-11-25,32,27.92
SKU0020,2024-11-25,33,32.53
SKU0030,2024-11-25,35,30.55
SKU0001,2024-11-25,34,33.23
SKU0016,2024-11-25,35,27.12
SKU0011,2024-11-25,26,25.55
SKU0014,2024-11-25,33,29.16
SKU0021,2024-11-25,31,30.11
SKU0025,2024-11-25,27,27.27
SKU0002,2024-11-25,36,30.51
SKU0012,2024-11-25,34,35.07
SKU0026,2024-11-25,29,27.97
SKU0004,2024-11-25,31,25.95
SKU0035,2024-11-25,38,41.54
SKU0018,2024-11-25,40,37.69
SKU0038,2024-11-25,34,32.53
SKU0033,2024-11-25,33,28.4
SKU0013,2024-11-25,44,40.38
SKU0024,2024-11-25,38,34.95
SKU0037,2024-11-25,39,32.93
SKU0036,2024-11-25,31,29.68
SKU0009,2024-11-25,31,28.28
SKU0027,2024-11-25,29,27.24
SKU0010,2024-11-25,36,32.7
SKU0019,2024-11-25,36,30.15
SKU0023,2024-11-25,35,34.65
SKU0012,2024-11-26,26,29.09
SKU0028,2024-11-26,29,31.41
SKU0027,2024-11-26,30,29.21
SKU0019,2024-11-26,44,46.56
SKU0038,2024-11-26,38,34.61
SKU0022,2024-11-26,29,28.69
SKU0020,2024-11-26,29,30.09
SKU0003,2024-11-26,40,38.05
SKU0013,2024-11-26,39,38.77
SKU0009,2024-11-26,22,24.53
SKU0031,2024-11-26,27,30.19
SKU0037,2024-11-26,33,32.63
SKU0039,2024-11-26,33,33.77
