date,sku_id,units_sold,selling_price,gross_revenue,promo_flag,discount_pct,month,week_of_year,day_of_week,is_weekend,is_festival_month,is_payday_period,season_tag,holiday_flag,weather_index,campaign_intensity,platform_traffic_source,traffic_index,competitor_price_index,competitor_stockout_flag,bundle_offer_flag,stock_visibility_score,rating_score,review_volume,product_visibility_rank
9/11/24,SKU0006,21,1612.16,33855.36,0,0.0708,9,37,2,0,0,0,monsoon,0,0.9037761259727737,0,paid,0.9987819782878296,1.0079356909212625,0,1,0.41353499186993004,4.73,226,25
9/12/24,SKU0006,16,1672.71,26763.36,0,0.0359,9,37,3,0,0,0,monsoon,0,0.9192093481420225,0,affiliate,1.0182958804419135,0.9962949159963315,0,0,0.41617794996142105,4.73,226,105
9/13/24,SKU0006,20,1733.61,34672.2,0,0.0008,9,37,4,0,0,0,monsoon,0,0.9828831180411868,0,paid,1.0697898252231306,1.0043567839221916,0,0,0.29271097060535617,4.73,226,70
9/14/24,SKU0006,24,1569.83,37675.92,0,0.0952,9,37,5,1,0,0,monsoon,0,0.9328069857672462,1,affiliate,1.0289047570510912,1.0089149686511711,0,1,0.43892899680475617,4.73,226,106
9/15/24,SKU0006,36,1413.16,50873.76,1,0.1855,9,37,6,1,0,0,monsoon,1,0.9453443452636192,1,paid,1.0786014137195319,0.9929574215064852,0,0,0.35268117421084144,4.73,226,100
9/16/24,SKU0006,26,1588.22,41293.72,0,0.0846,9,38,0,0,0,0,monsoon,0,1.111243580093016,1,affiliate,0.9974696753328735,0.9743877078051938,0,0,0.48828583376401014,4.73,226,73
9/17/24,SKU0006,32,1249.72,39991.04,1,0.2797,9,38,1,0,0,0,monsoon,0,1.1194751124861726,0,affiliate,0.9880933760829957,0.994109137,0,1,0.42028095997733095,4.73,226,48
9/18/24,SKU0006,31,912.44,28285.64,1,0.4741,9,38,2,0,0,0,monsoon,1,1.0799278770017229,0,affiliate,1.0197747532003185,1.0257459738450987,0,1,0.4036851009210555,4.73,226,74
9/19/24,SKU0006,25,1581.97,39549.25,0,0.0882,9,38,3,0,0,0,monsoon,0,0.9535833118882033,0,paid,0.995074365,0.9527753116775297,0,0,0.4353076210448721,4.73,226,20
9/20/24,SKU0006,33,1243.13,41023.29,1,0.2835,9,38,4,0,0,0,monsoon,0,0.8999113883860284,1,affiliate,0.9763303745168438,0.9871508462221076,0,0,0.3905977994668229,4.73,226,44
9/21/24,SKU0006,34,1116.47,37959.98,1,0.3565,9,38,5,1,0,0,monsoon,0,0.9652339075400637,1,affiliate,1.0275547631015558,0.9999477116426678,0,0,0.38194539070471606,4.73,226,117
9/22/24,SKU0006,27,1609.39,43453.53,0,0.0724,9,38,6,1,0,0,monsoon,1,0.9779957707547929,1,paid,1.0201151685243055,0.9712032529806217,0,1,0.3247249455714389,4.73,226,60
9/23/24,SKU0006,26,1702.21,44257.46,0,0.0189,9,39,0,0,0,0,monsoon,0,1.1262170622234506,2,organic,0.9670613615910091,1.031847690736036,0,0,0.3873023589839612,4.73,226,113
9/24/24,SKU0006,29,1343.24,38953.96,1,0.2258,9,39,1,0,0,0,monsoon,0,0.9579673283907186,2,organic,1.0130061609524432,0.9962870208144263,0,0,0.26320455552104316,4.73,226,115
9/25/24,SKU0006,36,995.02,35820.72,1,0.4265,9,39,2,0,0,1,monsoon,0,0.8192915257950868,1,paid,1.0056015434096468,1.0063469829862721,0,0,0.24938763539500355,4.73,226,74
9/26/24,SKU0006,20,1682.26,33645.2,0,0.0304,9,39,3,0,0,1,monsoon,0,0.87440881,0,paid,0.9659864410439165,0.9842231573636506,0,1,0.41394164242542364,4.73,226,102
9/27/24,SKU0006,37,1397.37,51702.69,1,0.1946,9,39,4,0,0,1,monsoon,0,1.2646278147124888,1,affiliate,0.9546959593915236,0.987785685,1,0,0.345563513,4.73,226,101
9/28/24,SKU0006,30,1691.1,50733,0,0.0253,9,39,5,1,0,1,monsoon,0,0.8601008813838698,0,organic,1.077940543908582,0.9976475470750991,0,0,0.4573913259008783,4.73,226,7
9/29/24,SKU0006,39,1031.63,40233.57,1,0.4054,9,39,6,1,0,1,monsoon,0,0.8104304785644414,1,affiliate,1.0436107068504497,0.9904535482389486,0,0,0.37297220819196103,4.73,226,56
9/30/24,SKU0006,20,1683.12,33662.4,0,0.0299,9,40,0,0,0,1,monsoon,0,0.9562495744679758,0,organic,0.995324831,0.9889241650463818,0,0,0.4623565383405739,4.73,226,113
10/1/24,SKU0006,32,1595.68,51061.76,0,0.0803,10,40,1,0,1,1,festive,0,1.2641597617685598,0,paid,1.1443673262051475,0.9815330064115786,0,1,0.5531901038483891,4.73,226,86
10/2/24,SKU0006,25,1680.52,42013,0,0.0314,10,40,2,0,1,1,festive,0,1.0144661127144177,0,affiliate,1.1453680363866408,1.0118808732020868,0,0,0.29459637849225867,4.73,226,75
10/3/24,SKU0006,30,1721.12,51633.6,0,0.008,10,40,3,0,1,1,festive,0,1.0438972891564953,0,organic,1.1220174775637277,0.9702916859057487,0,0,0.4533587541206511,4.73,226,58
10/4/24,SKU0006,30,1603.83,48114.9,0,0.0756,10,40,4,0,1,1,festive,0,0.7635155925734225,0,affiliate,1.1840298725950822,1.0233262522219508,0,0,0.39923294203804494,4.73,226,25
10/5/24,SKU0006,40,1145.62,45824.8,1,0.3397,10,40,5,1,1,1,festive,0,0.7751760334516253,1,paid,1.231650362,1.007392118172258,0,1,0.47184325655069265,4.73,226,76
10/6/24,SKU0006,30,1614.94,48448.2,0,0.0692,10,40,6,1,1,1,festive,0,0.9996443918871557,1,paid,1.2036471342819706,0.995259505,0,0,0.31936640413115325,4.73,226,110
10/7/24,SKU0006,37,1633.85,60452.45,0,0.0583,10,41,0,0,1,1,festive,0,0.9313582635774857,2,organic,1.0715650435581516,1.0118468608941327,0,0,0.3925863683087996,4.73,226,60
10/8/24,SKU0006,35,1632.81,57148.35,0,0.0589,10,41,1,0,1,0,festive,1,1.0584491336089867,0,affiliate,1.150687147264779,0.9733695089645625,0,0,0.4751550611750287,4.73,226,28
10/9/24,SKU0006,40,1282.34,51293.6,1,0.2609,10,41,2,0,1,0,festive,0,0.8346286660521907,0,organic,1.1507559241053895,0.9963877967912049,0,1,0.43657883345992304,4.73,226,13
10/10/24,SKU0006,40,1260.48,50419.2,1,0.2735,10,41,3,0,1,0,festive,0,1.1579573507383114,1,organic,1.1681744009914707,0.9778337459195466,0,0,0.3734696076248546,4.73,226,46
10/11/24,SKU0006,32,1629.17,52133.44,0,0.061,10,41,4,0,1,0,festive,0,1.2036210690492681,0,organic,1.1641474376135086,0.9985002669077157,1,0,0.3708153944844308,4.73,226,21
10/12/24,SKU0006,29,1593.94,46224.26,0,0.0813,10,41,5,1,1,0,festive,0,0.7679642060463074,0,affiliate,1.2360626242317718,0.9870027926715245,0,0,0.33306199644341805,4.73,226,12
10/13/24,SKU0006,29,1596.72,46304.88,0,0.0797,10,41,6,1,1,0,festive,0,1.0367706288860048,0,organic,1.1935516785461333,0.9765987058326442,1,0,0.3817056808497531,4.73,226,69
10/14/24,SKU0006,22,1732.92,38124.24,0,0.0012,10,42,0,0,1,0,festive,0,0.9581164602937978,0,paid,1.078913927001148,0.9788032373625096,0,0,0.43736756677765304,4.73,226,106
10/15/24,SKU0006,27,1653.28,44638.56,0,0.0471,10,42,1,0,1,0,festive,0,1.2163909626987994,0,affiliate,1.2040605823892747,1.0056734438751143,0,0,0.296865115,4.73,226,60
10/16/24,SKU0006,42,1012.03,42505.26,1,0.4167,10,42,2,0,1,0,festive,0,1.033874407981823,2,paid,1.208462070730039,0.9844381762896399,0,0,0.40241743723888734,4.73,226,104
10/17/24,SKU0006,30,1638.36,49150.8,0,0.0557,10,42,3,0,1,0,festive,0,1.1429877894113034,1,paid,1.1670174972689906,0.9749792048608211,0,0,0.43389328176108005,4.73,226,93
10/18/24,SKU0006,35,1332.65,46642.75,1,0.2319,10,42,4,0,1,0,festive,0,0.9885594564514826,0,affiliate,1.1018992568631176,1.0017790531920168,0,0,0.4113338852693779,4.73,226,23
10/19/24,SKU0006,27,1666.47,44994.69,0,0.0395,10,42,5,1,1,0,festive,0,1.0471283782657201,0,organic,1.2251405569282454,1.0072326921358987,0,0,0.3536927216456594,4.73,226,87
10/20/24,SKU0006,29,1598.8,46365.2,0,0.0785,10,42,6,1,1,0,festive,0,1.3199240091915172,0,organic,1.198437520255905,0.9967488004586339,0,1,0.3722340762312556,4.73,226,28
10/21/24,SKU0006,43,1069.45,45986.35,1,0.3836,10,43,0,0,1,0,festive,0,1.3114541442347936,2,paid,1.1132298606305526,0.9733235091025534,0,0,0.4499069942002901,4.73,226,43
10/22/24,SKU0006,24,1665.08,39961.92,0,0.0403,10,43,1,0,1,0,festive,0,0.745534875,0,organic,1.1715989430190796,1.0222153197004746,0,0,0.37905332385339796,4.73,226,62
10/23/24,SKU0006,43,1030.07,44293.01,1,0.4063,10,43,2,0,1,0,festive,0,1.0571865550033777,1,affiliate,1.2292322572034458,0.9983703744376282,0,0,0.45511254495306364,4.73,226,49
10/24/24,SKU0006,26,1674.27,43531.02,0,0.035,10,43,3,0,1,0,festive,0,1.0361933769044056,0,paid,1.1545118624475692,1.0278472353153396,0,0,0.3693086174516028,4.73,226,84
10/25/24,SKU0006,27,1562.19,42179.13,0,0.0996,10,43,4,0,1,1,festive,0,0.8389322591781343,0,affiliate,1.1495048345168979,0.9972841485028566,0,0,0.39800480981091196,4.73,226,39
10/26/24,SKU0006,32,1564.97,50079.04,0,0.098,10,43,5,1,1,1,festive,0,0.8847990328482552,0,affiliate,1.1673662524237955,1.018088991356463,0,0,0.36779501142915166,4.73,226,21
10/27/24,SKU0006,33,1688.33,55714.89,0,0.0269,10,43,6,1,1,1,festive,0,1.0277407172669757,0,paid,1.1875598515099501,0.9662543012006564,1,0,0.4782507121379246,4.73,226,66
10/28/24,SKU0006,27,1617.19,43664.13,0,0.0679,10,44,0,0,1,1,festive,0,1.1434004202196895,0,affiliate,1.206021637083555,0.9921501442579603,0,0,0.45337974742771997,4.73,226,113
10/29/24,SKU0006,29,1723.72,49987.88,0,0.0065,10,44,1,0,1,1,festive,0,1.0784669615346194,0,organic,1.141375744773364,0.9904119821030939,0,0,0.4795607653681353,4.73,226,72
10/30/24,SKU0006,26,1573.12,40901.12,0,0.0933,10,44,2,0,1,1,festive,0,0.9371898267806595,0,organic,1.1336271111035654,1.0347082164610033,0,0,0.43868613855006694,4.73,226,63
10/31/24,SKU0006,31,1646.51,51041.81,0,0.051,10,44,3,0,1,1,festive,1,0.8408251734013991,0,organic,1.1345663057195792,0.9880380038225475,0,0,0.4862724232653062,4.73,226,99
11/1/24,SKU0006,41,943.67,38690.47,1,0.4561,11,44,4,0,1,1,festive,0,0.686006332,1,affiliate,1.1598618239711667,0.9746992380126026,0,1,0.4079678974294299,4.73,226,65
11/2/24,SKU0006,31,1576.07,48858.17,0,0.0916,11,44,5,1,1,1,festive,0,1.231001620140147,0,affiliate,1.1672621490224362,0.9887167234406274,0,0,0.3303405403128054,4.73,226,44
11/3/24,SKU0006,32,1670.8,53465.6,0,0.037,11,44,6,1,1,1,festive,0,0.9164881190982733,0,organic,1.2141053889984987,0.9843852833084644,0,0,0.45371284827385655,4.73,226,46
11/4/24,SKU0006,40,903.24,36129.6,1,0.4794,11,45,0,0,1,1,festive,0,0.8710853302322847,1,paid,1.1256981514370492,0.9988515396449328,0,0,0.3831043731134302,4.73,226,75
11/5/24,SKU0006,32,1496.09,47874.88,1,0.1377,11,45,1,0,1,1,festive,0,1.0506440780504929,0,organic,1.1697149946588605,0.9795242921136231,0,1,0.33737645236280356,4.73,226,18
11/6/24,SKU0006,27,1678.44,45317.88,0,0.0326,11,45,2,0,1,1,festive,0,0.9871156825984706,0,paid,1.2015752109850857,0.9803375239502218,0,0,0.4307620641119535,4.73,226,49
11/7/24,SKU0006,43,966.22,41547.46,1,0.4431,11,45,3,0,1,1,festive,0,0.9975012707030384,2,organic,1.134418097468324,1.0143934276393027,0,0,0.3465808169024578,4.73,226,56
11/8/24,SKU0006,28,1628.99,45611.72,0,0.0611,11,45,4,0,1,0,festive,0,1.0985754207177572,0,paid,1.1602736180276783,0.9542462200786985,1,1,0.39288059081709326,4.73,226,79
11/9/24,SKU0006,33,1659.53,54764.49,0,0.0435,11,45,5,1,1,0,festive,0,0.9270673545512661,0,organic,1.2260478544071454,1.0137489168325666,1,1,0.30265614586614314,4.73,226,96
11/10/24,SKU0006,26,1648.08,42850.08,0,0.0501,11,45,6,1,1,0,festive,0,0.8413464244882175,0,organic,1.2208581962825258,1.018715286577154,0,0,0.5130035303680615,4.73,226,117
11/11/24,SKU0006,26,1612.51,41925.26,0,0.0706,11,46,0,0,1,0,festive,0,0.9786190851763306,0,paid,1.166056188434346,1.0186275999591636,0,0,0.4612912932015992,4.73,226,94
11/12/24,SKU0006,23,1628.12,37446.76,0,0.0616,11,46,1,0,1,0,festive,0,1.0098378988747236,0,organic,1.189461767,0.9663137871426242,0,0,0.35288700528916633,4.73,226,113
11/13/24,SKU0006,28,1630.38,45650.64,0,0.0603,11,46,2,0,1,0,festive,0,0.8367349220930197,0,paid,1.077010795830949,0.9698624532392454,0,0,0.41092335552108755,4.73,226,14
11/14/24,SKU0006,46,1173.9,53999.4,1,0.3234,11,46,3,0,1,0,festive,0,0.8342302580396556,2,affiliate,1.1456314140941393,0.9968133293992993,1,0,0.38295742173697633,4.73,226,36
11/15/24,SKU0006,23,1654.67,38057.41,0,0.0463,11,46,4,0,1,0,festive,0,0.842892593,0,affiliate,1.1218029134281138,1.0005407963815234,0,0,0.3682071020645868,4.73,226,105
11/16/24,SKU0006,25,1727.19,43179.75,0,0.0045,11,46,5,1,1,0,festive,0,1.1223731816312414,0,affiliate,1.2122340489289491,0.9680658658952603,0,1,0.39814263777323317,4.73,226,83
11/17/24,SKU0006,27,1678.61,45322.47,0,0.0325,11,46,6,1,1,0,festive,0,1.2076617849049234,0,affiliate,1.2413630203606636,1.0215751425640476,0,0,0.45966843167554483,4.73,226,69
11/18/24,SKU0006,26,1664.56,43278.56,0,0.0406,11,47,0,0,1,0,festive,0,1.1910220476010185,0,affiliate,1.1581555730324893,1.033211123642268,0,0,0.4128744284251901,4.73,226,79
11/19/24,SKU0006,28,1599.67,44790.76,0,0.078,11,47,1,0,1,0,festive,0,0.863031501,1,affiliate,1.1337598701203948,0.9868424845507601,0,0,0.3570908650864453,4.73,226,33
11/20/24,SKU0006,27,1731.18,46741.86,0,0.0022,11,47,2,0,1,0,festive,0,0.8959447622393883,1,organic,1.1687505483009466,0.992504381,0,0,0.29484491210324604,4.73,226,115
11/21/24,SKU0006,33,1648.08,54386.64,0,0.0501,11,47,3,0,1,0,festive,1,0.8084176256627039,0,organic,1.221701537984736,1.035446901,0,0,0.40116288284556095,4.73,226,4
11/22/24,SKU0006,24,1634.89,39237.36,0,0.0577,11,47,4,0,1,0,festive,0,1.275497086511891,0,paid,1.1439337457211387,1.0060431735477968,0,0,0.3621147215232994,4.73,226,42
11/23/24,SKU0006,32,1638.71,52438.72,0,0.0555,11,47,5,1,1,0,festive,1,0.9273658968578951,0,paid,1.1958194656287533,1.0057525198484696,0,0,0.3691234492512657,4.73,226,51
11/24/24,SKU0006,38,1617.54,61466.52,0,0.0677,11,47,6,1,1,0,festive,0,0.9943678702000686,2,organic,1.214400132621577,1.0032985387715638,0,0,0.34087462919493666,4.73,226,19
11/25/24,SKU0006,32,1672.54,53521.28,0,0.036,11,48,0,0,1,1,festive,0,0.9286100951345264,0,organic,1.1472568136278556,0.9593952119189275,1,1,0.42622709265140807,4.73,226,50
11/26/24,SKU0006,26,1645.3,42777.8,0,0.0517,11,48,1,0,1,1,festive,0,1.0251229467146152,0,paid,1.1797838670375707,0.9791534737525602,0,0,0.37091243518697997,4.73,226,110
11/27/24,SKU0006,27,1588.57,42891.39,0,0.0844,11,48,2,0,1,1,festive,0,0.8427071728899144,0,affiliate,1.1157650308084164,1.0259673117973838,0,0,0.4742364067712254,4.73,226,63
11/28/24,SKU0006,52,1211.38,62991.76,1,0.3018,11,48,3,0,1,1,festive,0,0.9069437771483212,2,paid,1.1340824626203843,0.9765640007181164,1,0,0.38924186911241176,4.73,226,50
11/29/24,SKU0006,26,1667.34,43350.84,0,0.039,11,48,4,0,1,1,festive,0,0.8631832612439377,0,affiliate,1.078164372,1.0215193142786831,0,0,0.38925234587586965,4.73,226,15
11/30/24,SKU0006,36,1630.9,58712.4,0,0.06,11,48,5,1,1,1,festive,0,0.6452272220728563,0,organic,1.2028901020571758,1.0123021548774565,1,1,0.43947818822721585,4.73,226,76
12/1/24,SKU0006,36,1682.26,60561.36,0,0.0304,12,48,6,1,1,1,festive,0,1.0381699093269616,1,affiliate,1.2073187852223979,0.9819046498558754,0,0,0.5313529613672616,4.73,226,10
12/2/24,SKU0006,24,1669.76,40074.24,0,0.0376,12,49,0,0,1,1,festive,0,1.1107020233972933,0,paid,1.1284929277219549,1.0149899095831332,0,0,0.3562787050128745,4.73,226,47
12/3/24,SKU0006,33,1632.98,53888.34,0,0.0588,12,49,1,0,1,1,festive,0,1.1454964790621651,0,affiliate,1.1244339251976048,1.0102209358820482,0,0,0.32507934961425944,4.73,226,8
12/4/24,SKU0006,27,1645.3,44423.1,0,0.0517,12,49,2,0,1,1,festive,0,1.2338592429193733,0,organic,1.1586096551735139,1.0380152901791504,0,1,0.46640972064554215,4.73,226,26
12/5/24,SKU0006,26,1695.79,44090.54,0,0.0226,12,49,3,0,1,1,festive,1,1.1424602620159265,0,affiliate,1.2318102404500992,1.0030543214245953,0,0,0.42153377345173204,4.73,226,92
12/6/24,SKU0006,31,1567.92,48605.52,0,0.0963,12,49,4,0,1,1,festive,0,0.9891612215523412,0,affiliate,1.1115743260247972,1.002979591251484,0,0,0.44303746913336306,4.73,226,16
12/7/24,SKU0006,33,1721.47,56808.51,0,0.0078,12,49,5,1,1,1,festive,0,1.0814460499767373,0,affiliate,1.2142176891197736,0.977569774,0,0,0.42141142789740627,4.73,226,20
12/8/24,SKU0006,29,1720.25,49887.25,0,0.0085,12,49,6,1,1,0,festive,0,0.9203309494370988,0,paid,1.1941403495001395,1.0385122518701535,0,0,0.378705615,4.73,226,32
12/9/24,SKU0006,26,1678.09,43630.34,0,0.0328,12,50,0,0,1,0,festive,0,1.118898712030745,0,paid,1.074354079677318,0.955728233,0,0,0.3903535063474436,4.73,226,109
12/10/24,SKU0006,26,1594.12,41447.12,0,0.0812,12,50,1,0,1,0,festive,0,0.9569047092651156,0,affiliate,1.1772484223193596,1.0024041154561218,0,0,0.4498606880961444,4.73,226,17
12/11/24,SKU0006,38,1643.39,62448.82,0,0.0528,12,50,2,0,1,0,festive,0,0.6512404292638427,2,paid,1.1541252548761247,1.0073018480719076,0,0,0.3628712942475615,4.73,226,10
12/12/24,SKU0006,42,1246.08,52335.36,1,0.2818,12,50,3,0,1,0,festive,0,0.9952677575802966,2,affiliate,1.127965258106929,1.0085882150625467,0,0,0.3860176072153828,4.73,226,119
12/13/24,SKU0006,28,1725.98,48327.44,0,0.0052,12,50,4,0,1,0,festive,0,1.0091813802070964,0,paid,1.1468481003742717,1.0089316610428722,0,1,0.438525608,4.73,226,40
12/14/24,SKU0006,38,1095.65,41634.7,1,0.3685,12,50,5,1,1,0,festive,0,0.8237349219083283,1,organic,1.181402207650912,0.9984156252348846,0,0,0.3462181653184505,4.73,226,109
12/15/24,SKU0006,41,1526.45,62584.45,1,0.1202,12,50,6,1,1,0,festive,0,1.0711257912841297,2,paid,1.241456157755399,1.032484899340457,0,1,0.285822644,4.73,226,93
12/16/24,SKU0006,26,1706.55,44370.3,0,0.0164,12,51,0,0,1,0,festive,0,1.1780489774357774,0,affiliate,1.1247127155780423,1.022979372851044,0,0,0.426401183,4.73,226,38
12/17/24,SKU0006,39,1391.3,54260.7,1,0.1981,12,51,1,0,1,0,festive,0,0.826584974,0,organic,1.1010092447078923,1.0197805944576925,1,0,0.3548839925872977,4.73,226,29
12/18/24,SKU0006,24,1648.25,39558,0,0.05,12,51,2,0,1,0,festive,0,1.1133940014246337,0,affiliate,1.1485367432402074,1.0488562644924408,0,0,0.3404461085023236,4.73,226,115
12/19/24,SKU0006,32,1722.86,55131.52,0,0.007,12,51,3,0,1,0,festive,0,1.130107719993917,0,organic,1.128942626984157,0.9860904146223757,1,0,0.3786363445520745,4.73,226,9
12/20/24,SKU0006,26,1662.48,43224.48,0,0.0418,12,51,4,0,1,0,festive,0,0.8574423165283706,0,organic,1.202867114317475,0.9957468087141021,0,0,0.4120100500221925,4.73,226,106
12/21/24,SKU0006,33,1679.83,55434.39,0,0.0318,12,51,5,1,1,0,festive,0,0.9335359485420411,1,organic,1.1939313463934598,1.0036799820114823,0,0,0.38523997702445817,4.73,226,92
12/22/24,SKU0006,29,1703.6,49404.4,0,0.0181,12,51,6,1,1,0,festive,1,0.8360199662296448,0,affiliate,1.239896179928655,0.9728809017634559,0,0,0.2128213228357028,4.73,226,35
12/23/24,SKU0006,25,1640.1,41002.5,0,0.0547,12,52,0,0,1,0,festive,0,0.9131927369853479,0,paid,1.1463194303217294,1.0241575175692161,0,1,0.39946447663520335,4.73,226,39
12/24/24,SKU0006,32,1663.52,53232.64,0,0.0412,12,52,1,0,1,0,festive,0,0.9924992258761905,2,affiliate,1.1065009599581808,0.9915494714342145,0,0,0.42809930335049967,4.73,226,39
12/25/24,SKU0006,31,1704.81,52849.11,0,0.0174,12,52,2,0,1,1,festive,0,1.1749327764454687,0,paid,1.2207326819784885,1.002090384008877,0,1,0.38694265621632407,4.73,226,68
12/26/24,SKU0006,28,1710.54,47895.12,0,0.0141,12,52,3,0,1,1,festive,0,0.9041624858723732,0,paid,1.130591108495298,1.008002381255584,0,0,0.3932209335995248,4.73,226,88
12/27/24,SKU0006,32,1648.77,52760.64,0,0.0497,12,52,4,0,1,1,festive,0,0.7667990563651299,0,paid,1.1357346209221706,0.9996639480452569,0,1,0.3844873021090385,4.73,226,19
12/28/24,SKU0006,41,1086.28,44537.48,1,0.3739,12,52,5,1,1,1,festive,0,0.5283319713713774,1,organic,1.2392534395246702,0.980319544,0,0,0.3951756535473786,4.73,226,90
12/29/24,SKU0006,48,1412.12,67781.76,1,0.1861,12,52,6,1,1,1,festive,0,0.8995816139620857,2,affiliate,1.2381062346532121,1.0063642442388263,0,0,0.4189101225148743,4.73,226,89
12/30/24,SKU0006,26,1567.05,40743.3,0,0.0968,12,1,0,0,1,1,festive,0,0.8029823202605204,0,paid,1.1681172966886086,0.9772663556493577,0,0,0.3575075852762953,4.73,226,50
12/31/24,SKU0006,33,1655.54,54632.82,0,0.0458,12,1,1,0,1,1,festive,0,1.0278365321401044,0,organic,1.1658088265493864,1.0005523128113676,0,0,0.4352837535801772,4.73,226,12
1/1/24,SKU0007,40,784.19,31367.6,1,0.1373,1,1,0,0,0,1,winter,0,1.033049540208299,1,affiliate,1.0282201687674113,1.0398965834437546,0,0,0.6801292935346314,3.75,488,50
1/2/24,SKU0007,26,872,22672,0,0.0407,1,1,1,0,0,1,winter,0,1.0758639696118915,0,organic,1.0001235622323663,1.0342134112510981,0,0,0.6530309107825331,3.75,488,76
1/3/24,SKU0007,30,857.91,25737.3,0,0.0562,1,1,2,0,0,1,winter,0,0.7767387698897935,0,paid,1.0421574613247984,1.0198001608003204,0,0,0.71821075,3.75,488,75
1/4/24,SKU0007,31,854.82,26499.42,0,0.0596,1,1,3,0,0,1,winter,0,1.0292301198538416,0,paid,0.9980359377737498,1.0046566600502917,0,0,0.7330390936838578,3.75,488,55
1/5/24,SKU0007,30,875,26250,0,0.0374,1,1,4,0,0,1,winter,0,1.0936766168423442,1,organic,1.0472198715210046,0.9565714871653648,0,0,0.6722208122193157,3.75,488,31
1/6/24,SKU0007,40,664.21,26568.4,1,0.2693,1,1,5,1,0,1,winter,0,0.8940809070869822,1,paid,1.0736895305001666,1.0083728407164971,0,0,0.6464216228350589,3.75,488,95
1/7/24,SKU0007,38,868.91,33018.58,0,0.0441,1,1,6,1,0,1,winter,0,1.0607481402863674,1,organic,1.0093307088742898,0.9915346670002744,0,1,0.6730826079974077,3.75,488,8
1/8/24,SKU0007,44,670.48,29501.12,1,0.2624,1,2,0,0,0,0,winter,0,0.9428760623036447,2,affiliate,0.9908323216933634,1.0374524976298076,0,0,0.6117515349633894,3.75,488,65
1/9/24,SKU0007,49,539.04,26412.96,1,0.407,1,2,1,0,0,0,winter,0,1.1500760127035083,2,affiliate,1.0463869030169157,0.9983709404085781,1,0,0.6481291464428407,3.75,488,23
1/10/24,SKU0007,34,688.2,23398.8,1,0.2429,1,2,2,0,0,0,winter,0,1.1662628179092844,0,paid,1.0080618436075337,0.9964623834552813,0,0,0.6610190480620871,3.75,488,79
1/11/24,SKU0007,36,803.47,28924.92,1,0.1161,1,2,3,0,0,0,winter,0,0.9197825359514435,1,organic,0.9839905185971916,0.9949327631674937,0,0,0.6588215194042222,3.75,488,32
1/12/24,SKU0007,30,870.55,26116.5,0,0.0423,1,2,4,0,0,0,winter,0,1.2194383883717295,1,paid,1.002507824661964,1.0130982115634326,0,0,0.646685977,3.75,488,99
1/13/24,SKU0007,31,887.27,27505.37,0,0.0239,1,2,5,1,0,0,winter,1,0.9714879554851802,0,affiliate,1.0843433843685577,0.9945673473171041,0,0,0.6579557183479138,3.75,488,95
1/14/24,SKU0007,25,856.82,21420.5,0,0.0574,1,2,6,1,0,0,winter,0,1.309291684,0,paid,1.0611648617256222,1.0148260148264292,0,0,0.6824717986216278,3.75,488,44
1/15/24,SKU0007,24,888.27,21318.48,0,0.0228,1,3,0,0,0,0,winter,0,0.9262668677703779,0,affiliate,0.9941588988321418,1.0292233771627495,0,0,0.6834744506897119,3.75,488,107
1/16/24,SKU0007,40,559.03,22361.2,1,0.385,1,3,1,0,0,0,winter,1,1.0095634471060828,0,paid,0.9491431909701846,1.0046894849994457,0,0,0.6707227581385349,3.75,488,75
1/17/24,SKU0007,24,859.28,20622.72,0,0.0547,1,3,2,0,0,0,winter,0,1.031978412737603,1,affiliate,1.0502708081973238,1.017197185872488,0,0,0.6732104299524269,3.75,488,101
1/18/24,SKU0007,39,735.74,28693.86,1,0.1906,1,3,3,0,0,0,winter,0,0.8873805928201056,1,paid,0.9721030232198772,1.0156169238281882,0,0,0.6497218421419696,3.75,488,68
1/19/24,SKU0007,24,868.19,20836.56,0,0.0449,1,3,4,0,0,0,winter,0,0.7411930707593404,0,affiliate,1.031697727424215,1.0159643356891215,0,0,0.6827745785802998,3.75,488,116
1/20/24,SKU0007,26,830.19,21584.94,0,0.0867,1,3,5,1,0,0,winter,0,0.880059408,0,paid,1.0034444787970394,0.971142961,0,0,0.6114653403114851,3.75,488,77
1/21/24,SKU0007,28,860.46,24092.88,0,0.0534,1,3,6,1,0,0,winter,0,1.1619408504158775,0,affiliate,1.0333237566455833,0.9864143647403804,0,0,0.6528617214484979,3.75,488,54
1/22/24,SKU0007,39,632.75,24677.25,1,0.3039,1,4,0,0,0,0,winter,0,0.9507000088709824,1,affiliate,0.9739224693459746,1.0096515911284294,1,0,0.6904464794648694,3.75,488,119
1/23/24,SKU0007,30,904.09,27122.7,0,0.0054,1,4,1,0,0,0,winter,0,0.9509940089551484,2,paid,1.0255944245142021,1.0109056334800828,0,0,0.6939887954999566,3.75,488,91
1/24/24,SKU0007,27,882.64,23831.28,0,0.029,1,4,2,0,0,0,winter,0,1.2275202855163823,0,organic,0.9825753875486677,1.0043154783815338,0,0,0.6696242012079963,3.75,488,64
1/25/24,SKU0007,27,840.01,22680.27,0,0.0759,1,4,3,0,0,1,winter,0,1.0740306688288896,0,affiliate,1.0169610137604312,0.9525463875389327,0,0,0.666720894,3.75,488,79
